site_name	site_code	country_code	country	site_area_ha	area_of_study_ha	dead_wood_sampling_method	latidute_n_new	longitude_e_new	altitude_m	altitude_average_m	altitude_strm	annual_precipitation_diff_sources_mm	precipitation_of_warmest_quarter_bio18	precipitation_in_vegetation_period	annual_precipitation_bio12_mm	annual_evaporation_mm	water_balance_prec_evap	snow_cover_modis_myd10v5	mean_temperature_of_the_warmst_month	max_temp_of_warmest_month_bio5	mean_temperature_of_the_coldest_month	min_temp_of_coldest_month_bio6	temp_annual_range_bio7	mean_annual_temperature	mean_temperature_in_vegetation_period	mean_temperature_of_warmest_quarter_bio10	annual_mean_temp_bio1	soil_type_fao85_lev1_eu_soil_atlas	ellenberg_quotient_q	lang_quotient_based_on_world_clim	corine_2006	main_tree_species_only_tree_species_with_more_than_10_m3_living_volume	forest_type_bear	beech_proportion	deciduous_proportion_minus_beech	conifer_proportion	eunis_only_dominating_forest_type	forest_type_natura_2000_eu_habitat_directive	natural_disturbance_wind	natural_disturbance_snow	natural_disturbance_waterlogging	natural_disturbance_drought	natural_disturbance_insects	natural_disturbance_fungi	reserve_established_year	reserve_age	reserve_classification	virgin_forest	former_coppice	former_high_forest	former_wood_pasture	living_tree_volume_m3_ha_1_total	living_tree_volume_m3_ha_1_fagus	living_tree_volume_m3_ha_1_quercus	living_tree_volume_m3_ha_1_fraxinus	living_tree_volume_m3_ha_1_acer	living_tree_volume_m3_ha_1_other_decideuous	living_tree_volume_m3_ha_1_abies	living_tree_volume_m3_ha_1_picea	living_tree_volume_m3_ha_1_other_coniferous	living_tree_volume_m3_ha_1_minimum_dbh_recorded_cm	living_tree_volume_m3_ha_1_year_recorded	snag_standing_dead_trees_volume_m3_ha_1_total	snag_standing_dead_trees_volume_m3_ha_1_fagus	snag_standing_dead_trees_volume_m3_ha_1_quercus	snag_standing_dead_trees_volume_m3_ha_1_fraxinus	snag_standing_dead_trees_volume_m3_ha_1_acer	snag_standing_dead_trees_volume_m3_ha_1_other_decideuous	snag_standing_dead_trees_volume_m3_ha_1_abies	snag_standing_dead_trees_volume_m3_ha_1_picea	snag_standing_dead_trees_volume_m3_ha_1_other_coniferous	snag_standing_dead_trees_volume_m3_ha_1_minimum_dbh_recorded_cm	snag_standing_dead_trees_volume_m3_ha_1_year_recorded	fallen_log_volume_m3_ha_1_total	fallen_log_volume_m3_ha_1_fagus	fallen_log_volume_m3_ha_1_quercus	fallen_log_volume_m3_ha_1_fraxinus	fallen_log_volume_m3_ha_1_acer	fallen_log_volume_m3_ha_1_other_decideuous	fallen_log_volume_m3_ha_1_abies	fallen_log_volume_m3_ha_1_picea	fallen_log_volume_m3_ha_1_other_coniferous	fallen_log_volume_m3_ha_1_minimum_dbh_recorded_cm	fallen_log_volume_m3_ha_1_year_recorded	total_dead_volume_m3_ha_1_total	total_dead_volume_m3_ha_1_fagus	total_dead_volume_m3_ha_1_quercus	total_dead_volume_m3_ha_1_fraxinus	total_dead_volume_m3_ha_1_acer	total_dead_volume_m3_ha_1_other_decideuous	total_dead_volume_m3_ha_1_abies	total_dead_volume_m3_ha_1_picea	total_dead_volume_m3_ha_1_other_coniferous	dead_living_volume_percent	snag_log_ratio_percent	no_of_sampled_trees	decay_stages_of_cwd4	beech_boys_average_dbh	beech_boys_average_dc	beech_boys_average_moss_cover	beech_boys_average_bark_cover	beech_boys_average_soil_contact	beech_boys_number_of_logs	beech_boys_number_of_species	beech_boys_chao2_estimated_species_richness_based_on_n_20	beech_boys_number_of_fungi_per_log	vegetation_nerea	utmy	utmx	ut_mzone	connectivity_1_km	connectivity_10_km	connectivity_100_km	beech_boys_region
Badin	NA	SK	Slovakia	NA	NA	NA	48.68719673	19.0531338	710-770	NA	NA	NA	NA	NA	899	422	477	17.9	16.2	21.4	-5.8	-8.6	30	6	NA	NA	5.9	B	18.5	152	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.96	5.78	1.8	NA
Badin	NA	SK	Slovakia	30.7	NA	NA	48.68719673	19.0531338	710-770	NA	NA	NA	NA	NA	899	422	477	17.9	16.2	21.4	-5.8	-8.6	30	6	NA	NA	5.9	B	18.5	152	23	"Fa, Ab"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	745	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	34	NA	NA	NA	NA	NA	NA	NA	NA	all	1957	172	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	173	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.96	5.78	1.8	NA
Badin	NA	SK	Slovakia	30.7	NA	NA	48.68719673	19.0531338	710-770	NA	NA	NA	NA	NA	899	422	477	17.9	16.2	21.4	-5.8	-8.6	30	6	NA	NA	5.9	B	18.5	152	23	"Fa, Ab, Ac"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	753	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	124	NA	NA	NA	NA	NA	NA	NA	NA	all	1977	150	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	156	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.96	5.78	1.8	NA
Badin	NA	SK	Slovakia	30.7	NA	NA	48.68719673	19.0531338	710-770	NA	NA	NA	NA	NA	899	422	477	17.9	16.2	21.4	-5.8	-8.6	30	6	NA	NA	5.9	B	18.5	152	23	"Fa, Ab, Ac"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	663	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	96	NA	NA	NA	NA	NA	NA	NA	NA	all	1987	280	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	288	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.96	5.78	1.8	NA
Badin	NA	SK	Slovakia	30.7	NA	NA	48.68719673	19.0531338	710-770	NA	NA	NA	NA	NA	899	422	477	17.9	16.2	21.4	-5.8	-8.6	30	6	NA	NA	5.9	B	18.5	152	23	"Fa, Ab, Ac"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	627	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	50	NA	NA	NA	NA	NA	NA	NA	NA	all	1997	273	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	286	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.96	5.78	1.8	NA
Badin	NA	SK	Slovakia	30.7	NA	NA	48.68719673	19.0531338	710-770	NA	NA	NA	NA	NA	899	422	477	17.9	16.2	21.4	-5.8	-8.6	30	6	NA	NA	5.9	B	18.5	152	23	"Fa, Ab, Ac"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	770	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	138	NA	NA	NA	NA	NA	NA	NA	NA	all	1970	145	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	162	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.96	5.78	1.8	NA
Dobroc	SK_Dobro	SK	Slovakia	101.8	1.5	PP	48.68143033	19.67545557	700-1000	850	910	931	NA	NA	934	362	572	23.8	15.7	19.7	-5.7	-9.4	29.1	5.4	NA	NA	4.9	B	16.9	191	23	"Pi, Fa, Ab"	F5b	0.31	0.01	0.68	G1.63	9130	W	NA	NA	NA	NA	NA	1913	101	1	V	NA	NA	NA	741	229	0	0	0	11	211	291	0	7	1998	79	8	0	0	0	0	53	18	0	0	1998	227	NA	NA	NA	NA	NA	NA	NA	NA	0	1998	306	8	0	0	0	0	53	18	0	0.41	0.26	NA	NA	76.8	2.8	0.39	0.64	0.61	19	61	NA	9.6	Conifers	5392737	402100	34U	6.96	5.66	1.82	R5
Dobroc	NA	SK	Slovakia	NA	NA	NA	48.68143033	19.67545557	700-1000	NA	NA	NA	NA	NA	934	362	572	23.8	15.7	19.7	-5.7	-9.4	29.1	5.4	NA	NA	4.9	B	16.9	191	23	"Ab, Pi, Fa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	686.5	170.9	0	0	0	24.3	272.4	218.9	NA	7 cm	2009	64.82	0.52	0	0	0	1.12	28.35	34.83	NA	all	2009	190.87	16.93	0	0	0	3.86	71.49	98.59	NA	all?	NA	255.69	17.45	0	0	0	4.98	99.84	133.42	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.96	5.66	1.82	NA
Dobroc	NA	SK	Slovakia	101.82	NA	NA	48.68143033	19.67545557	700-1000	NA	NA	NA	NA	NA	934	362	572	23.8	15.7	19.7	-5.7	-9.4	29.1	5.4	NA	NA	4.9	B	16.9	191	23	"Ab, Fa, Pi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	866	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	34	NA	NA	NA	NA	NA	NA	NA	NA	all	1958	198	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	232	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.96	5.66	1.82	NA
Dobroc	NA	SK	Slovakia	101.82	NA	NA	48.68143033	19.67545557	700-1000	NA	NA	NA	NA	NA	934	362	572	23.8	15.7	19.7	-5.7	-9.4	29.1	5.4	NA	NA	4.9	B	16.9	191	23	"Ab, Pi, Fa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	727	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	84	NA	NA	NA	NA	NA	NA	NA	NA	all	1978	197	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	281	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.96	5.66	1.82	NA
Dobroc	NA	SK	Slovakia	101.82	NA	NA	48.68143033	19.67545557	700-1000	NA	NA	NA	NA	NA	934	362	572	23.8	15.7	19.7	-5.7	-9.4	29.1	5.4	NA	NA	4.9	B	16.9	191	23	"Pi, Ab, Fa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	726	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	72	NA	NA	NA	NA	NA	NA	NA	NA	all	1988	206	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	278	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.96	5.66	1.82	NA
Dobroc	NA	SK	Slovakia	101.82	NA	NA	48.68143033	19.67545557	700-1000	NA	NA	NA	NA	NA	934	362	572	23.8	15.7	19.7	-5.7	-9.4	29.1	5.4	NA	NA	4.9	B	16.9	191	23	"Pi, Fa, Ab"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	741	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	79	NA	NA	NA	NA	NA	NA	NA	NA	all	1998	227	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	306	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.96	5.66	1.82	NA
Havesova	SK_Have	SK	Slovakia	171.3	1.5	PP	49.00929023	22.33544699	540-590	565	624	800	261	NA	824	365	459	20.3	16.5	20.9	-4.9	-9.3	30.2	6.3	NA	14.9	5.7	B	20.6	145	23	Fa	F5a	NA	NA	NA	G1.63	9130	NA	NA	NA	NA	NA	NA	1964	50	1	V	NA	NA	NA	736	NA	NA	NA	NA	NA	NA	NA	NA	7	1999	39	NA	NA	NA	NA	NA	NA	NA	NA	all	1999	84	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	123	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	NA	NA	69.5	3	0.15	0.42	0.81	29	89	129	8.2	Fagus	5430432	591391	34U	6.94	5.04	1.94	R5
Havesova	NA	SK	Slovakia	171.3	NA	NA	NA	NA	540-590	NA	NA	NA	NA	NA	824	365	459	20.3	16.5	20.9	-4.9	-9.3	30.2	6.3	NA	NA	5.7	B	20.6	145	23	Fa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	697	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	41	NA	NA	NA	NA	NA	NA	NA	NA	all	1979	79	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	121	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.94	5.04	1.94	NA
Havesova	NA	SK	Slovakia	171.3	NA	NA	NA	NA	540-590	NA	NA	NA	NA	NA	824	365	459	20.3	16.5	20.9	-4.9	-9.3	30.2	6.3	NA	NA	5.7	B	20.6	145	23	Fa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	705	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	33	NA	NA	NA	NA	NA	NA	NA	NA	all	1989	86	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	119	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.94	5.04	1.94	NA
Havesova	NA	SK	Slovakia	NA	NA	NA	NA	NA	540-590	NA	NA	NA	NA	NA	824	365	459	20.3	16.5	20.9	-4.9	-9.3	30.2	6.3	NA	NA	5.7	B	20.6	145	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.94	5.04	1.94	NA
Klenovski Vepor	NA	SK	Slovakia	125	NA	NA	48.68931554	19.77193833	NA	1200	1207	900-1000	NA	NA	1051	362	689	19.5	14	176	-6	-100	276	02/Apr	NA	15.4	36	B	NA	NA	25	"Fa, Pi, Ab"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57	3	0.3	0.39	0.71	31	62	NA	7.3	Conifers	5393725	409479	34U	6.96	5.8	1.83	R5
Kyjov	SK_Kyjov	SK	Slovakia	53.4	2	PP	48.85550181	22.01736337	730-790	760	710	800	NA	NA	845	461	384	20.1	15.5	21.3	-5.9	-9	30.3	6	NA	NA	5.5	B	19.4	154	23	"Fa, Ac"	F5a	0.95	0.05	0	G1.63	9130	NA	NA	NA	NA	NA	NA	1974	40	1	V	NA	NA	NA	465	440	0	0	25	0	0	0	0	6	1993	56	NA	NA	NA	NA	NA	NA	NA	NA	0	1993	138	NA	NA	NA	NA	NA	NA	NA	NA	0	1993	194	NA	NA	NA	NA	NA	NA	NA	NA	0.42	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.95	4.35	1.93	NA
Kyjov	NA	SK	Slovakia	53.4	NA	NA	48.85550181	22.01736337	730-790	NA	NA	NA	NA	NA	845	461	384	20.1	15.5	21.3	-5.9	-9	30.3	6	NA	NA	5.5	B	19.4	154	23	"Fa, Ac, Fr"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	550	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	33	NA	NA	NA	NA	NA	NA	NA	NA	all	1963	52	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.95	4.35	1.93	NA
Kyjov	NA	SK	Slovakia	53.4	NA	NA	48.85550181	22.01736337	730-790	NA	NA	NA	NA	NA	845	461	384	20.1	15.5	21.3	-5.9	-9	30.3	6	NA	NA	5.5	B	19.4	154	23	"Fa, Ac, Fr"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	631	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	40	NA	NA	NA	NA	NA	NA	NA	NA	all	1973	62	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	102	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.95	4.35	1.93	NA
Kyjov	NA	SK	Slovakia	53.4	NA	NA	48.85550181	22.01736337	730-790	NA	NA	NA	NA	NA	845	461	384	20.1	15.5	21.3	-5.9	-9	30.3	6	NA	NA	5.5	B	19.4	154	23	"Fa, Ac, Fr"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	622	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	81	NA	NA	NA	NA	NA	NA	NA	NA	all	1983	49	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.95	4.35	1.93	NA
Kyjov	NA	SK	Slovakia	53.4	NA	NA	48.85550181	22.01736337	730-790	NA	NA	NA	NA	NA	845	461	384	20.1	15.5	21.3	-5.9	-9	30.3	6	NA	NA	5.5	B	19.4	154	23	"Fa, Ac, Fr"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	659	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	56	NA	NA	NA	NA	NA	NA	NA	NA	all	1993	138	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	194	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.95	4.35	1.93	NA
Oblik	NA	SK	Slovakia	86	NA	NA	NA	NA	NA	900	NA	700-800	NA	NA	NA	NA	0	NA	14	NA	-5	NA	NA	04/Jun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67	2.8	0.18	0.43	0.68	20	59	NA	7.2	Fagus	5424227	534398	34U	0.63	0.39	1.73	R5
Rastun	SK_Rastu	SK	Slovakia	18	1	PP	NA	NA	550-620	585	NA	898	NA	NA	NA	NA	0	NA	19.3	NA	-2.3	NA	NA	9	NA	NA	NA	NA	21.5	NA	NA	"Fa, Ac, Qu"	F5a	0.86	0.09	0	G1.63	9130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	527	456	15	0	31	0	0	0	0	7	1983	33	NA	NA	NA	NA	NA	NA	NA	NA	0	1993	37	NA	NA	NA	NA	NA	NA	NA	NA	0	1993	70	NA	NA	NA	NA	NA	NA	NA	NA	0.13	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rastun	NA	SK	Slovakia	18	NA	NA	NA	NA	550-620	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Fa, Qu, Ac"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	527	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	33	NA	NA	NA	NA	NA	NA	NA	NA	all	c.1993	37	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rastun	NA	SK	Slovakia	NA	NA	NA	NA	NA	550-620	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2003?	91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rozok	SK_Rozok	SK	Slovakia	67.1	1.5	PP	48.97658055	22.46450399	610-650	630	674	780	NA	NA	797	368	429	18.3	16.5	21.7	-4.9	-8.8	30.5	7	NA	NA	6.3	B	21.2	127	23	Fa	F5a	1	0	0	G1.63	9130	NA	NA	NA	NA	NA	NA	1964	50	1	V	NA	NA	NA	816	816	0	0	0	0	0	0	0	6	1999	33	NA	NA	NA	NA	NA	NA	NA	NA	0	1999	115	NA	NA	NA	NA	NA	NA	NA	NA	0	1999	148	NA	NA	NA	NA	NA	NA	NA	NA	0.18	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.52	4.58	1.97	NA
Rozok	NA	SK	Slovakia	67.1	NA	NA	48.97658055	22.46450399	610-650	NA	NA	NA	293	NA	797	368	429	18.3	16.5	21.7	-4.9	-8.8	30.5	7	NA	15.6	6.3	B	21.2	127	23	Fa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	716	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	24	NA	NA	NA	NA	NA	NA	NA	NA	all	1979	84	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	108	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.52	4.58	1.97	NA
Rozok	NA	SK	Slovakia	67.1	NA	NA	48.97658055	22.46450399	610-650	NA	NA	NA	293	NA	797	368	429	18.3	16.5	21.7	-4.9	-8.8	30.5	7	NA	15.6	6.3	B	21.2	127	23	Fa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	778	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	33	NA	NA	NA	NA	NA	NA	NA	NA	all	1989	157	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	190	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.52	4.58	1.97	NA
Rozok	NA	SK	Slovakia	67.1	NA	NA	48.97658055	22.46450399	610-650	NA	NA	NA	293	NA	797	368	429	18.3	16.5	21.7	-4.9	-8.8	30.5	7	NA	15.6	6.3	B	21.2	127	23	Fa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	816	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	33	NA	NA	NA	NA	NA	NA	NA	NA	all	1999	115	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	148	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.52	4.58	1.97	NA
Rozok	NA	SK	Slovakia	NA	NA	NA	48.97658055	22.46450399	NA	NA	NA	NA	293	NA	797	368	429	18.3	16.5	21.7	-4.9	-8.8	30.5	7	NA	15.6	6.3	B	21.2	127	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	744	NA	NA	NA	NA	NA	NA	NA	NA	NA	2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.52	4.58	1.97	NA
Sitno	SK_Sitno	SK	Slovakia	45.5	1.5	PP	48.39932136	18.88138084	760-790	775	NA	920	NA	NA	847	155	692	16.7	16.2	22.8	-5.8	-7.7	30.5	6	NA	NA	8	B	17.6	106	23	Fa	F5a	NA	NA	NA	G1.63	9130	NA	NA	NA	NA	NA	NA	1951	63	1	V	NA	NA	NA	594	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	29	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	74	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	103	NA	NA	NA	NA	NA	NA	NA	NA	0.17	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sitno	NA	SK	Slovakia	45.49	NA	NA	48.39932136	18.88138084	760-790	NA	NA	NA	NA	NA	847	155	692	15.7	NA	22.8	NA	-7.7	30.5	NA	NA	NA	7	B	NA	121	23	"Fa, Ac, Qu,"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	594	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	29	NA	NA	NA	NA	NA	NA	NA	NA	all	c.1991	74	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	103	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
